Slab_ID,Pour_Time,Ambient_Temp,Humidity,Water_Cement_Ratio,Time_Since_Pour,Strength
SLAB_2149,2025-09-09 21:05:09.519918,44.09,45.94,0.366,4143.07,291.04
SLAB_2150,2025-09-10 02:56:28.519918,28.03,43.83,0.536,4137.22,122.96
SLAB_2151,2025-09-10 03:28:40.519918,34.55,72.39,0.491,4136.68,176.02
SLAB_2152,2025-09-10 08:51:00.519918,37.04,68.64,0.416,4131.31,208.16
SLAB_2153,2025-09-10 11:45:14.519918,36.63,80.82,0.428,4128.4,193.34
SLAB_2154,2025-09-10 13:23:32.519918,33.03,68.04,0.498,4126.77,155.02
SLAB_2155,2025-09-10 16:01:00.519918,31.76,63.23,0.47,4124.14,150.92
SLAB_2156,2025-09-10 19:23:42.519918,27.54,61.89,0.484,4120.76,115.79
SLAB_2157,2025-09-10 20:39:40.519918,32.83,41.45,0.428,4119.5,160.05
SLAB_2158,2025-09-11 00:54:47.519918,28.25,58.46,0.448,4115.25,123.08
SLAB_2159,2025-09-11 01:19:05.519918,39.69,93.68,0.548,4114.84,231.17
SLAB_2160,2025-09-11 01:23:43.519918,29.18,88.05,0.393,4114.76,143.6
SLAB_2161,2025-09-11 02:42:08.519918,26.17,58.12,0.434,4113.46,112.68
SLAB_2162,2025-09-11 05:13:05.519918,36.05,72.33,0.408,4110.94,187.69
SLAB_2163,2025-09-11 06:44:57.519918,36.9,86.6,0.503,4109.41,200.68
SLAB_2164,2025-09-11 09:18:21.519918,42.44,64.27,0.503,4106.85,265.98
SLAB_2165,2025-09-11 09:21:43.519918,36.54,40.99,0.408,4106.8,194.36
SLAB_2166,2025-09-11 14:34:06.519918,31.91,44.1,0.366,4101.59,147.64
SLAB_2167,2025-09-11 22:24:01.519918,41.06,68.07,0.352,4093.76,240.84
SLAB_2168,2025-09-12 03:25:41.519918,35.81,93.32,0.435,4088.73,190.24
SLAB_2169,2025-09-12 10:52:18.519918,26.59,78.13,0.432,4081.29,114.64
SLAB_2170,2025-09-12 11:25:36.519918,36.32,43.9,0.548,4080.73,185.67
SLAB_2171,2025-09-12 12:18:03.519918,43.16,50.41,0.444,4079.86,273.88
SLAB_2172,2025-09-12 13:26:16.519918,32.93,82.42,0.401,4078.72,163.66
SLAB_2173,2025-09-12 16:00:42.519918,30.93,86.28,0.528,4076.15,141.73
SLAB_2174,2025-09-12 17:31:21.519918,27.87,73.97,0.448,4074.64,121.92
SLAB_2175,2025-09-12 17:46:34.519918,28.03,75.44,0.47,4074.38,130.5
SLAB_2176,2025-09-12 21:26:23.519918,33.66,41.56,0.369,4070.72,168.74
SLAB_2177,2025-09-12 22:55:44.519918,36.91,85.57,0.427,4069.23,207.05
SLAB_2178,2025-09-12 23:04:26.519918,26.61,83.36,0.539,4069.08,113.06
SLAB_2179,2025-09-13 00:49:29.519918,43.79,54.25,0.468,4067.33,274.95
SLAB_2180,2025-09-13 05:44:03.519918,40.1,78.98,0.419,4062.42,235.11
SLAB_2181,2025-09-13 12:09:12.519918,36.73,51.82,0.475,4056.01,187.92
SLAB_2182,2025-09-13 13:09:23.519918,41.57,42.22,0.532,4055.0,237.55
SLAB_2183,2025-09-13 14:04:01.519918,26.6,51.06,0.405,4054.09,117.25
SLAB_2184,2025-09-13 17:33:23.519918,34.54,49.82,0.451,4050.6,168.7
SLAB_2185,2025-09-13 22:43:54.519918,37.6,58.58,0.542,4045.43,188.73
SLAB_2186,2025-09-14 01:51:15.519918,41.57,63.01,0.384,4042.3,251.33
SLAB_2187,2025-09-14 07:00:37.519918,40.67,67.97,0.494,4037.15,232.4
SLAB_2188,2025-09-14 14:21:20.519918,30.54,66.22,0.473,4029.8,143.33
SLAB_2189,2025-09-14 16:04:29.519918,43.82,54.89,0.486,4028.08,281.14
SLAB_2190,2025-09-14 17:58:08.519918,27.49,41.6,0.42,4026.19,114.22
SLAB_2191,2025-09-15 00:48:10.519918,42.5,73.28,0.413,4019.36,259.49
SLAB_2192,2025-09-15 03:17:58.519918,44.42,61.77,0.487,4016.86,271.24
SLAB_2193,2025-09-15 06:13:31.519918,28.54,56.43,0.393,4013.93,130.23
SLAB_2194,2025-09-15 06:42:43.519918,39.44,87.68,0.434,4013.45,229.33
SLAB_2195,2025-09-15 07:09:03.519918,25.81,81.07,0.388,4013.01,118.46
SLAB_2196,2025-09-15 08:42:05.519918,33.11,87.18,0.352,4011.46,169.13
SLAB_2197,2025-09-15 11:18:24.519918,35.33,67.22,0.544,4008.85,177.63
SLAB_2198,2025-09-15 16:17:23.519918,36.61,47.2,0.436,4003.87,199.23
SLAB_2199,2025-09-15 16:24:14.519918,43.72,78.29,0.544,4003.76,280.24
SLAB_2200,2025-09-16 01:32:33.519918,38.45,51.33,0.378,3994.62,226.15
SLAB_2201,2025-09-16 03:53:02.519918,34.63,64.27,0.467,3992.28,179.4
SLAB_2202,2025-09-16 11:46:36.519918,41.19,43.58,0.39,3984.38,254.07
SLAB_2203,2025-09-16 12:17:48.519918,44.01,85.39,0.508,3983.86,271.67
SLAB_2204,2025-09-16 13:30:28.519918,25.44,46.93,0.507,3982.65,101.1
SLAB_2205,2025-09-16 15:39:36.519918,44.65,89.67,0.373,3980.5,290.29
SLAB_2206,2025-09-16 16:20:01.519918,26.72,87.53,0.532,3979.83,117.9
SLAB_2207,2025-09-16 19:17:29.519918,41.29,65.55,0.389,3976.87,262.41
SLAB_2208,2025-09-16 19:52:59.519918,30.61,80.94,0.473,3976.28,139.76
SLAB_2209,2025-09-16 21:45:18.519918,27.64,74.07,0.547,3974.4,120.51
SLAB_2210,2025-09-17 01:24:19.519918,33.8,84.17,0.526,3970.75,171.11
SLAB_2211,2025-09-17 06:17:48.519918,37.88,63.75,0.541,3965.86,208.0
SLAB_2212,2025-09-17 07:10:02.519918,32.62,83.22,0.419,3964.99,166.48
SLAB_2213,2025-09-17 07:43:07.519918,26.09,65.44,0.371,3964.44,121.89
SLAB_2214,2025-09-17 07:54:58.519918,36.99,91.75,0.388,3964.24,206.01
SLAB_2215,2025-09-17 09:42:16.519918,43.05,66.75,0.45,3962.45,263.39
SLAB_2216,2025-09-17 09:53:00.519918,32.66,65.44,0.509,3962.28,156.22
SLAB_2217,2025-09-17 11:21:04.519918,29.33,83.18,0.38,3960.81,138.78
SLAB_2218,2025-09-17 12:03:28.519918,33.85,85.19,0.482,3960.1,162.18
SLAB_2219,2025-09-17 13:04:27.519918,25.97,70.5,0.415,3959.08,116.89
SLAB_2220,2025-09-17 15:56:37.519918,41.41,49.89,0.418,3956.22,251.85
SLAB_2221,2025-09-17 20:43:44.519918,41.53,65.73,0.482,3951.43,250.99
SLAB_2222,2025-09-17 23:08:43.519918,36.76,93.24,0.443,3949.01,199.43
SLAB_2223,2025-09-18 03:45:12.519918,32.06,81.41,0.512,3944.41,153.52
SLAB_2224,2025-09-18 08:17:46.519918,41.0,84.61,0.381,3939.86,250.23
SLAB_2225,2025-09-18 09:14:36.519918,36.09,41.81,0.508,3938.92,171.76
SLAB_2226,2025-09-18 14:34:45.519918,41.52,65.73,0.363,3933.58,258.61
SLAB_2227,2025-09-18 16:01:31.519918,37.63,75.56,0.389,3932.13,204.28
SLAB_2228,2025-09-18 20:17:35.519918,40.69,85.65,0.481,3927.87,230.24
SLAB_2229,2025-09-18 23:14:33.519918,36.97,42.71,0.521,3924.92,192.61
SLAB_2230,2025-09-19 06:58:59.519918,33.28,86.88,0.401,3917.18,163.25
SLAB_2231,2025-09-19 08:04:50.519918,44.16,70.16,0.415,3916.08,300.26
SLAB_2232,2025-09-19 09:32:33.519918,35.82,50.85,0.457,3914.62,183.84
SLAB_2233,2025-09-19 13:03:49.519918,37.1,57.45,0.392,3911.1,212.22
SLAB_2234,2025-09-19 15:19:24.519918,29.41,55.51,0.512,3908.84,123.99
SLAB_2235,2025-09-19 15:38:13.519918,37.51,69.2,0.505,3908.52,201.64
SLAB_2236,2025-09-19 15:48:33.519918,36.43,42.84,0.379,3908.35,190.75
SLAB_2237,2025-09-19 21:37:30.519918,28.7,48.72,0.443,3902.53,131.94
SLAB_2238,2025-09-19 23:35:44.519918,26.19,84.7,0.505,3900.56,111.61
SLAB_2239,2025-09-20 00:52:52.519918,37.09,47.29,0.417,3899.28,193.27
SLAB_2240,2025-09-20 00:58:55.519918,40.27,52.84,0.477,3899.18,235.86
SLAB_2241,2025-09-20 02:15:19.519918,35.47,64.94,0.36,3897.9,188.1
SLAB_2242,2025-09-20 12:45:09.519918,29.54,68.44,0.472,3887.41,128.13
SLAB_2243,2025-09-20 14:02:02.519918,38.33,82.0,0.381,3886.12,219.62
SLAB_2244,2025-09-20 14:23:52.519918,26.6,64.6,0.516,3885.76,114.46
SLAB_2245,2025-09-20 14:26:01.519918,33.84,83.44,0.421,3885.73,170.21
SLAB_2246,2025-09-20 17:20:29.519918,28.27,74.01,0.406,3882.82,129.21
SLAB_2247,2025-09-20 18:00:54.519918,28.69,46.22,0.518,3882.14,117.86
SLAB_2248,2025-09-20 18:38:40.519918,29.05,48.6,0.36,3881.51,135.53
SLAB_2249,2025-09-20 19:00:55.519918,32.73,64.04,0.429,3881.14,165.09
SLAB_2250,2025-09-20 19:14:42.519918,26.02,61.83,0.424,3880.91,112.1
SLAB_2251,2025-09-20 20:29:19.519918,32.96,80.89,0.407,3879.67,165.97
SLAB_2252,2025-09-21 04:34:00.519918,35.23,71.94,0.532,3871.59,169.6
SLAB_2253,2025-09-21 05:25:31.519918,34.67,61.35,0.5,3870.73,167.0
SLAB_2254,2025-09-21 05:53:24.519918,32.66,49.39,0.363,3870.27,156.48
SLAB_2255,2025-09-21 06:58:43.519918,41.78,52.48,0.493,3869.18,242.95
SLAB_2256,2025-09-21 09:29:09.519918,27.91,71.65,0.455,3866.67,125.16
SLAB_2257,2025-09-21 10:15:19.519918,35.11,63.29,0.53,3865.9,182.15
SLAB_2258,2025-09-21 10:48:31.519918,26.24,68.32,0.413,3865.35,110.82
SLAB_2259,2025-09-21 13:43:24.519918,26.42,49.39,0.465,3862.44,113.22
SLAB_2260,2025-09-21 16:19:51.519918,36.48,76.46,0.45,3859.83,196.17
SLAB_2261,2025-09-21 16:22:29.519918,36.32,86.89,0.448,3859.78,196.79
SLAB_2262,2025-09-21 16:48:47.519918,42.56,54.19,0.441,3859.35,268.22
SLAB_2263,2025-09-21 17:19:12.519918,36.16,67.03,0.391,3858.84,189.45
SLAB_2264,2025-09-21 19:50:19.519918,44.2,93.65,0.501,3856.32,271.74
SLAB_2265,2025-09-21 21:03:20.519918,25.97,58.33,0.44,3855.1,113.54
SLAB_2266,2025-09-21 22:26:49.519918,26.96,72.73,0.542,3853.71,112.94
SLAB_2267,2025-09-21 22:37:08.519918,25.88,44.96,0.402,3853.54,105.78
SLAB_2268,2025-09-21 23:10:24.519918,28.71,73.33,0.487,3852.99,125.58
SLAB_2269,2025-09-21 23:54:43.519918,35.83,44.93,0.538,3852.25,173.15
SLAB_2270,2025-09-22 02:01:48.519918,37.91,92.76,0.483,3850.13,213.52
SLAB_2271,2025-09-22 05:11:39.519918,25.91,79.36,0.524,3846.96,106.39
SLAB_2272,2025-09-22 05:29:23.519918,43.92,83.35,0.515,3846.67,274.02
SLAB_2273,2025-09-22 06:26:56.519918,41.84,78.73,0.422,3845.71,258.04
SLAB_2274,2025-09-22 09:06:08.519918,30.93,72.44,0.47,3843.06,144.97
SLAB_2275,2025-09-22 13:00:29.519918,26.54,64.75,0.381,3839.15,124.32
SLAB_2276,2025-09-22 20:36:16.519918,28.4,87.21,0.457,3831.55,124.23
SLAB_2277,2025-09-22 22:55:36.519918,27.54,92.63,0.396,3829.23,133.98
SLAB_2278,2025-09-23 00:10:27.519918,27.47,67.45,0.499,3827.98,120.21
SLAB_2279,2025-09-23 05:11:35.519918,35.37,91.23,0.456,3822.97,193.12
SLAB_2280,2025-09-23 07:33:54.519918,29.92,72.08,0.432,3820.59,139.15
SLAB_2281,2025-09-23 09:42:52.519918,32.16,69.61,0.404,3818.44,158.15
SLAB_2282,2025-09-23 11:07:01.519918,44.79,65.0,0.55,3817.04,289.18
SLAB_2283,2025-09-23 13:39:01.519918,38.69,51.51,0.364,3814.51,228.81
SLAB_2284,2025-09-23 14:38:25.519918,43.98,40.2,0.359,3813.52,274.46
SLAB_2285,2025-09-23 15:01:47.519918,27.85,53.28,0.393,3813.13,121.3
SLAB_2286,2025-09-23 15:30:43.519918,32.64,68.03,0.544,3812.65,153.53
SLAB_2287,2025-09-23 15:31:44.519918,36.09,60.9,0.546,3812.63,188.8
SLAB_2288,2025-09-23 17:14:06.519918,26.54,64.67,0.481,3810.92,111.91
SLAB_2289,2025-09-23 17:14:52.519918,25.08,93.94,0.526,3810.91,108.38
SLAB_2290,2025-09-23 18:02:45.519918,38.41,59.26,0.393,3810.11,220.94
SLAB_2291,2025-09-23 18:54:30.519918,37.84,64.87,0.544,3809.25,204.58
SLAB_2292,2025-09-23 19:16:25.519918,33.22,47.34,0.379,3808.89,166.43
SLAB_2293,2025-09-23 19:25:31.519918,34.79,42.64,0.37,3808.73,177.14
SLAB_2294,2025-09-23 19:39:21.519918,33.31,82.65,0.372,3808.5,181.17
SLAB_2295,2025-09-23 21:44:23.519918,25.48,71.39,0.465,3806.42,110.37
SLAB_2296,2025-09-24 06:32:09.519918,31.71,81.84,0.506,3797.62,154.29
SLAB_2297,2025-09-24 07:58:09.519918,28.54,48.24,0.423,3796.19,125.47
SLAB_2298,2025-09-24 11:35:22.519918,26.97,71.45,0.546,3792.57,116.37
SLAB_2299,2025-09-24 12:11:05.519918,44.13,53.95,0.437,3791.97,272.52
SLAB_2300,2025-09-24 12:56:17.519918,36.99,52.54,0.38,3791.22,196.07
SLAB_2301,2025-09-24 19:31:34.519918,39.57,40.63,0.443,3784.63,224.75
SLAB_2302,2025-09-24 21:59:01.519918,31.31,47.17,0.486,3782.18,143.77
SLAB_2303,2025-09-25 03:48:58.519918,32.86,57.01,0.516,3776.34,158.06
SLAB_2304,2025-09-25 05:35:53.519918,29.74,46.43,0.442,3774.56,131.36
SLAB_2305,2025-09-25 06:13:30.519918,26.94,94.22,0.469,3773.93,121.95
SLAB_2306,2025-09-25 07:43:57.519918,28.58,56.97,0.403,3772.43,129.26
SLAB_2307,2025-09-25 08:31:15.519918,40.95,47.17,0.479,3771.64,235.93
SLAB_2308,2025-09-25 10:11:15.519918,38.55,50.95,0.547,3769.97,198.63
SLAB_2309,2025-09-25 11:51:57.519918,35.94,72.32,0.36,3768.29,200.89
SLAB_2310,2025-09-25 16:04:00.519918,34.5,43.52,0.527,3764.09,170.61
SLAB_2311,2025-09-25 18:34:08.519918,43.45,87.43,0.462,3761.59,270.67
SLAB_2312,2025-09-25 20:59:59.519918,26.45,92.88,0.4,3759.16,118.39
SLAB_2313,2025-09-25 21:42:05.519918,30.61,53.57,0.541,3758.46,138.46
SLAB_2314,2025-09-26 00:18:23.519918,32.0,64.76,0.447,3755.85,157.03
SLAB_2315,2025-09-26 01:51:22.519918,40.65,41.22,0.416,3754.3,239.42
SLAB_2316,2025-09-26 02:07:57.519918,44.85,75.24,0.386,3754.03,307.4
SLAB_2317,2025-09-26 03:53:40.519918,29.81,62.77,0.399,3752.26,138.34
SLAB_2318,2025-09-26 04:25:45.519918,42.49,54.85,0.517,3751.73,247.44
SLAB_2319,2025-09-26 05:35:03.519918,41.61,51.38,0.473,3750.57,237.1
SLAB_2320,2025-09-26 05:39:56.519918,29.49,75.97,0.533,3750.49,127.59
SLAB_2321,2025-09-26 06:36:14.519918,32.99,62.89,0.396,3749.56,168.23
SLAB_2322,2025-09-26 08:48:08.519918,33.19,49.88,0.374,3747.36,159.18
SLAB_2323,2025-09-26 09:45:29.519918,44.56,77.9,0.351,3746.4,316.19
SLAB_2324,2025-09-26 16:38:24.519918,28.62,71.08,0.452,3739.52,133.94
SLAB_2325,2025-09-26 16:57:06.519918,40.98,87.23,0.55,3739.21,246.04
SLAB_2326,2025-09-26 19:09:33.519918,31.68,46.46,0.489,3737.0,151.92
SLAB_2327,2025-09-26 21:38:40.519918,39.62,83.21,0.412,3734.51,231.82
SLAB_2328,2025-09-27 00:07:51.519918,33.4,77.04,0.525,3732.03,168.1
SLAB_2329,2025-09-27 00:17:38.519918,36.57,46.33,0.506,3731.86,179.54
SLAB_2330,2025-09-27 02:36:25.519918,41.65,78.22,0.353,3729.55,250.63
SLAB_2331,2025-09-27 08:05:32.519918,41.08,64.29,0.513,3724.07,243.08
SLAB_2332,2025-09-27 08:20:26.519918,42.33,91.97,0.41,3723.82,258.22
SLAB_2333,2025-09-27 09:01:59.519918,26.19,47.79,0.38,3723.13,119.98
SLAB_2334,2025-09-27 12:16:51.519918,38.84,75.36,0.395,3719.88,228.71
SLAB_2335,2025-09-27 17:00:38.519918,27.8,61.01,0.444,3715.15,126.37
SLAB_2336,2025-09-27 17:03:26.519918,33.32,92.62,0.435,3715.1,166.28
SLAB_2337,2025-09-27 18:41:09.519918,35.97,58.15,0.408,3713.47,193.54
SLAB_2338,2025-09-28 00:07:22.519918,33.05,92.92,0.384,3708.04,164.03
SLAB_2339,2025-09-28 04:18:53.519918,35.39,89.58,0.502,3703.84,190.13
SLAB_2340,2025-09-28 04:27:40.519918,44.93,54.87,0.548,3703.7,268.42
SLAB_2341,2025-09-28 22:50:21.519918,27.7,84.19,0.506,3685.32,125.03
SLAB_2342,2025-09-29 00:06:04.519918,38.51,94.76,0.409,3684.06,218.27
SLAB_2343,2025-09-29 01:48:45.519918,32.92,53.9,0.399,3682.35,155.69
SLAB_2344,2025-09-29 02:22:52.519918,27.66,64.02,0.394,3681.78,125.03
SLAB_2345,2025-09-29 04:42:28.519918,28.17,68.61,0.377,3679.45,125.92
SLAB_2346,2025-09-29 07:11:29.519918,43.99,56.22,0.46,3676.97,281.69
SLAB_2347,2025-09-29 08:32:02.519918,42.59,40.84,0.471,3675.62,245.47
SLAB_2348,2025-09-29 10:50:25.519918,43.14,52.11,0.491,3673.32,255.88
SLAB_2349,2025-09-29 11:45:00.519918,44.83,55.51,0.486,3672.41,285.41
SLAB_2350,2025-09-29 13:33:21.519918,29.17,64.4,0.408,3670.6,131.98
SLAB_2351,2025-09-29 14:00:24.519918,32.11,49.41,0.416,3670.15,152.33
SLAB_2352,2025-09-29 14:31:03.519918,38.38,88.03,0.486,3669.64,221.45
SLAB_2353,2025-09-29 14:51:30.519918,34.68,78.77,0.42,3669.3,175.48
SLAB_2354,2025-09-29 16:13:13.519918,33.37,44.69,0.393,3667.94,158.33
SLAB_2355,2025-09-29 16:18:18.519918,32.16,75.76,0.425,3667.85,155.8
SLAB_2356,2025-09-29 16:51:46.519918,36.88,75.95,0.404,3667.3,201.68
SLAB_2357,2025-09-29 18:18:37.519918,36.51,92.59,0.368,3665.85,207.05
SLAB_2358,2025-09-29 20:21:51.519918,28.23,40.17,0.516,3663.79,118.13
SLAB_2359,2025-09-29 22:09:05.519918,34.43,53.64,0.521,3662.01,172.15
SLAB_2360,2025-09-29 22:26:18.519918,36.07,91.03,0.394,3661.72,189.99
SLAB_2361,2025-09-29 22:49:17.519918,36.41,91.27,0.363,3661.34,203.78
SLAB_2362,2025-09-29 23:09:07.519918,29.2,79.63,0.498,3661.01,130.93
SLAB_2363,2025-09-29 23:48:38.519918,39.85,82.12,0.392,3660.35,241.7
SLAB_2364,2025-09-30 00:17:14.519918,25.5,45.03,0.429,3659.87,112.77
SLAB_2365,2025-09-30 01:56:56.519918,32.1,68.26,0.363,3658.21,160.92
SLAB_2366,2025-09-30 07:03:26.519918,40.6,52.74,0.395,3653.1,250.81
SLAB_2367,2025-09-30 09:19:25.519918,36.28,49.97,0.509,3650.84,180.15
SLAB_2368,2025-09-30 13:49:41.519918,30.22,84.57,0.511,3646.33,133.22
SLAB_2369,2025-09-30 22:06:21.519918,38.9,47.43,0.391,3638.05,211.68
SLAB_2370,2025-10-01 01:27:47.519918,36.35,65.78,0.417,3634.7,192.7
SLAB_2371,2025-10-01 02:00:31.519918,40.92,91.62,0.377,3634.15,250.56
SLAB_2372,2025-10-01 02:55:49.519918,39.7,50.22,0.365,3633.23,221.7
SLAB_2373,2025-10-01 03:27:44.519918,37.2,93.79,0.548,3632.7,197.25
SLAB_2374,2025-10-01 03:37:09.519918,34.76,94.69,0.481,3632.54,177.74
SLAB_2375,2025-10-01 04:49:44.519918,27.66,70.56,0.458,3631.33,118.26
SLAB_2376,2025-10-01 10:55:11.519918,30.23,49.36,0.503,3625.24,132.24
SLAB_2377,2025-10-01 12:11:31.519918,33.38,57.39,0.518,3623.97,165.53
SLAB_2378,2025-10-01 13:03:38.519918,36.99,63.35,0.511,3623.1,189.21
SLAB_2379,2025-10-01 13:46:52.519918,35.27,57.01,0.353,3622.38,191.53
SLAB_2380,2025-10-01 14:43:18.519918,30.76,55.43,0.387,3621.44,148.11
SLAB_2381,2025-10-01 16:07:44.519918,25.13,93.47,0.481,3620.03,108.14
SLAB_2382,2025-10-01 16:31:24.519918,34.92,48.44,0.425,3619.64,172.63
SLAB_2383,2025-10-01 22:48:48.519918,30.71,80.33,0.546,3613.35,138.86
SLAB_2384,2025-10-01 23:21:11.519918,39.69,40.02,0.483,3612.81,219.62
SLAB_2385,2025-10-02 00:11:20.519918,25.48,72.79,0.541,3611.97,104.39
SLAB_2386,2025-10-02 00:18:32.519918,36.7,90.38,0.39,3611.85,199.84
SLAB_2387,2025-10-02 02:55:12.519918,43.83,55.84,0.523,3609.24,256.16
SLAB_2388,2025-10-02 03:17:59.519918,28.49,50.2,0.414,3608.86,132.69
SLAB_2389,2025-10-02 03:30:28.519918,34.43,75.84,0.548,3608.65,168.47
SLAB_2390,2025-10-02 03:52:35.519918,26.83,79.19,0.382,3608.28,123.93
SLAB_2391,2025-10-02 05:45:55.519918,37.51,77.84,0.453,3606.39,205.91
SLAB_2392,2025-10-02 07:09:00.519918,36.01,57.56,0.509,3605.01,189.67
SLAB_2393,2025-10-02 13:47:41.519918,33.15,53.87,0.437,3598.36,162.89
SLAB_2394,2025-10-02 19:37:33.519918,35.43,92.58,0.444,3592.53,188.92
SLAB_2395,2025-10-02 20:16:50.519918,42.93,90.78,0.547,3591.88,273.44
SLAB_2396,2025-10-02 21:08:02.519918,28.93,65.15,0.435,3591.02,134.76
SLAB_2397,2025-10-03 02:45:05.519918,25.45,86.54,0.471,3585.41,106.2
SLAB_2398,2025-10-03 03:55:55.519918,42.23,64.88,0.361,3584.23,257.45
SLAB_2399,2025-10-03 06:03:44.519918,36.54,63.34,0.518,3582.1,193.64
SLAB_2400,2025-10-03 07:34:18.519918,42.81,48.62,0.48,3580.59,264.71
SLAB_2401,2025-10-03 08:19:51.519918,36.94,63.45,0.431,3579.83,199.89
SLAB_2402,2025-10-03 10:09:19.519918,41.2,69.56,0.353,3578.0,256.52
SLAB_2403,2025-10-03 11:39:24.519918,33.59,41.24,0.468,3576.5,163.6
SLAB_2404,2025-10-03 15:13:28.519918,40.0,64.43,0.353,3572.93,237.81
SLAB_2405,2025-10-03 17:04:45.519918,43.26,82.97,0.35,3571.08,291.43
SLAB_2406,2025-10-03 17:57:07.519918,36.44,77.4,0.473,3570.21,186.1
SLAB_2407,2025-10-03 20:36:59.519918,28.62,74.93,0.388,3567.54,139.81
SLAB_2408,2025-10-03 22:25:23.519918,30.38,90.03,0.388,3565.74,152.66
SLAB_2409,2025-10-04 02:47:46.519918,28.97,40.99,0.481,3561.36,128.02
SLAB_2410,2025-10-04 04:09:59.519918,29.94,70.64,0.361,3559.99,141.52
SLAB_2411,2025-10-04 06:15:55.519918,31.13,83.3,0.413,3557.89,147.11
SLAB_2412,2025-10-04 07:22:22.519918,36.1,69.77,0.38,3556.79,194.35
SLAB_2413,2025-10-04 08:59:03.519918,36.76,57.81,0.466,3555.17,196.34
SLAB_2414,2025-10-04 09:55:59.519918,33.53,47.49,0.482,3554.23,163.31
SLAB_2415,2025-10-04 14:34:38.519918,37.31,88.82,0.494,3549.58,200.62
SLAB_2416,2025-10-04 15:38:25.519918,26.63,65.89,0.401,3548.52,119.79
SLAB_2417,2025-10-04 15:56:37.519918,26.76,88.3,0.368,3548.22,127.68
SLAB_2418,2025-10-04 16:02:56.519918,28.44,72.22,0.366,3548.11,126.87
SLAB_2419,2025-10-04 22:10:23.519918,35.36,77.08,0.435,3541.99,185.29
SLAB_2420,2025-10-04 22:32:28.519918,29.28,84.23,0.539,3541.62,134.87
SLAB_2421,2025-10-05 03:26:08.519918,30.67,76.25,0.394,3536.72,149.37
SLAB_2422,2025-10-05 07:56:51.519918,33.01,61.89,0.401,3532.21,167.2
SLAB_2423,2025-10-05 07:59:47.519918,41.24,68.25,0.37,3532.16,253.87
SLAB_2424,2025-10-05 09:55:37.519918,25.28,84.17,0.471,3530.23,114.54
SLAB_2425,2025-10-05 16:24:38.519918,37.99,60.55,0.486,3523.75,195.28
SLAB_2426,2025-10-05 18:19:02.519918,38.38,61.35,0.479,3521.84,209.0
SLAB_2427,2025-10-05 20:17:26.519918,40.97,45.26,0.522,3519.87,220.02
SLAB_2428,2025-10-05 23:50:09.519918,43.66,90.3,0.447,3516.32,273.06
SLAB_2429,2025-10-06 02:33:26.519918,25.4,45.01,0.377,3513.6,108.15
SLAB_2430,2025-10-06 03:56:20.519918,28.08,75.65,0.408,3512.22,124.48
SLAB_2431,2025-10-06 04:55:12.519918,42.72,62.73,0.482,3511.24,270.68
SLAB_2432,2025-10-06 05:51:18.519918,34.17,62.31,0.473,3510.3,177.5
SLAB_2433,2025-10-06 07:10:41.519918,36.29,77.38,0.456,3508.98,190.38
SLAB_2434,2025-10-06 07:29:47.519918,38.26,43.69,0.487,3508.66,206.15
SLAB_2435,2025-10-06 08:07:53.519918,38.58,72.65,0.477,3508.03,214.73
SLAB_2436,2025-10-06 16:47:56.519918,43.63,82.46,0.526,3499.36,279.79
SLAB_2437,2025-10-06 17:42:35.519918,44.94,85.55,0.467,3498.45,300.41
SLAB_2438,2025-10-06 17:43:20.519918,39.4,49.38,0.506,3498.44,204.07
SLAB_2439,2025-10-06 17:57:19.519918,30.74,89.36,0.4,3498.2,154.99
SLAB_2440,2025-10-06 18:32:22.519918,42.6,76.09,0.486,3497.62,266.93
SLAB_2441,2025-10-07 00:53:30.519918,25.98,88.5,0.53,3491.27,111.33
SLAB_2442,2025-10-07 04:19:23.519918,29.62,66.69,0.427,3487.84,142.99
SLAB_2443,2025-10-07 06:52:06.519918,42.95,69.81,0.506,3485.29,271.7
SLAB_2444,2025-10-07 07:22:41.519918,30.12,90.55,0.495,3484.78,141.18
SLAB_2445,2025-10-07 07:49:15.519918,29.41,89.5,0.362,3484.34,144.6
SLAB_2446,2025-10-07 08:22:49.519918,27.76,64.65,0.466,3483.78,128.44
SLAB_2447,2025-10-07 12:11:47.519918,42.18,55.09,0.376,3479.96,255.69
SLAB_2448,2025-10-07 12:26:13.519918,35.0,61.62,0.543,3479.72,169.07
SLAB_2449,2025-10-07 14:10:45.519918,38.5,61.33,0.512,3477.98,200.99
SLAB_2450,2025-10-07 16:08:39.519918,29.78,55.78,0.372,3476.01,145.61
SLAB_2451,2025-10-07 16:21:37.519918,40.16,54.77,0.374,3475.8,242.34
SLAB_2452,2025-10-07 18:59:11.519918,40.2,87.36,0.469,3473.17,226.95
SLAB_2453,2025-10-08 00:44:54.519918,31.25,43.84,0.419,3467.41,153.49
SLAB_2454,2025-10-08 07:13:43.519918,33.21,77.27,0.357,3460.93,176.32
SLAB_2455,2025-10-08 08:53:21.519918,29.19,49.51,0.458,3459.27,134.8
SLAB_2456,2025-10-08 12:40:37.519918,44.53,58.95,0.428,3455.48,274.29
SLAB_2457,2025-10-08 16:25:05.519918,37.91,43.38,0.37,3451.74,209.51
